Frame #,# Obj,X,Y,Z,Doppler,,y,m,d,h,m,s
6500,14,-1.852,6.3039,0.43711,0,151,2019,7,13,18,31,56.198
6500,14,-1.6172,6.1957,0.91724,0.14707,190,2019,7,13,18,31,56.198
6500,14,-1.6268,6.236,0.90084,0.14707,227,2019,7,13,18,31,56.198
6500,14,-1.6365,6.2697,0.92955,0.14707,217,2019,7,13,18,31,56.198
6500,14,-1.6462,6.3118,0.90079,0.14707,160,2019,7,13,18,31,56.198
6500,14,-1.8193,6.1369,0.93382,0.29415,158,2019,7,13,18,31,56.198
6500,14,-1.6268,6.1747,1.2543,0.29415,197,2019,7,13,18,31,56.198
6500,14,-1.8411,6.1905,1.0674,0.29415,191,2019,7,13,18,31,56.198
6500,14,-2.0215,6.1295,0.43155,-0.14707,150,2019,7,13,18,31,56.198
6500,14,-1.8302,6.2275,0.46367,-0.14707,181,2019,7,13,18,31,56.198
6500,14,-2.0457,6.1242,1.0774,-0.14707,175,2019,7,13,18,31,56.198
6501,1,0,0,0,0,180,2019,7,13,18,31,56.204
6502,6,-1.8411,6.1773,1.1415,0.14707,164,2019,7,13,18,31,56.212
6502,6,-1.8302,6.1039,1.3187,0.29415,152,2019,7,13,18,31,56.212
6502,6,-1.6365,6.2317,1.1575,0.29415,174,2019,7,13,18,31,56.212
6502,6,-1.6172,6.2075,0.83369,-0.5883,182,2019,7,13,18,31,56.212
6502,6,-2.1304,6.4746,0.1275,-0.14707,172,2019,7,13,18,31,56.212
6502,6,-1.9283,6.5766,-0.18701,-0.14707,153,2019,7,13,18,31,56.212
6503,12,-1.6365,6.2819,0.84367,0,182,2019,7,13,18,31,56.221
6503,12,-1.4404,6.3975,0.5982,0,202,2019,7,13,18,31,56.221
6503,12,-1.4489,6.4377,0.57395,0,198,2019,7,13,18,31,56.221
6503,12,-1.4574,6.401,1.1359,0,156,2019,7,13,18,31,56.221
6503,12,-1.6365,6.2933,0.75389,0.14707,214,2019,7,13,18,31,56.221
6503,12,-1.4404,6.3859,0.71132,0.14707,249,2019,7,13,18,31,56.221
6503,12,-1.4489,6.4035,0.87635,0.14707,248,2019,7,13,18,31,56.221
6503,12,-1.4574,6.3356,1.4569,0.14707,201,2019,7,13,18,31,56.221
6503,12,-1.6365,6.2847,0.82263,0.29415,195,2019,7,13,18,31,56.221
6503,12,-1.6462,6.2973,0.99707,0.29415,221,2019,7,13,18,31,56.221
6503,12,-1.6559,6.2782,1.3093,0.29415,212,2019,7,13,18,31,56.221
6503,12,-1.4574,6.0538,2.3694,0.29415,161,2019,7,13,18,31,56.221
6504,10,-1.8302,6.184,0.86846,0,152,2019,7,13,18,31,56.231
6504,10,-1.6365,6.2715,0.91765,0,183,2019,7,13,18,31,56.231
6504,10,-1.6462,6.3522,0.54807,0,183,2019,7,13,18,31,56.231
6504,10,-1.6365,6.2927,0.75842,0.14707,183,2019,7,13,18,31,56.231
6504,10,-1.6462,6.346,0.61565,0.14707,188,2019,7,13,18,31,56.231
6504,10,-1.6753,6.2492,1.7452,0.14707,165,2019,7,13,18,31,56.231
6504,10,-1.8956,6.3699,1.1209,0.14707,164,2019,7,13,18,31,56.231
6504,10,-1.6365,6.2781,0.87145,0.29415,159,2019,7,13,18,31,56.231
6504,10,-1.6462,6.3426,0.64915,0.29415,170,2019,7,13,18,31,56.231
6504,10,-1.9174,6.5421,0.0022699,-0.44122,167,2019,7,13,18,31,56.231
6505,1,0,0,0,0,152,2019,7,13,18,31,56.238
6506,10,-1.6365,6.2642,0.9661,0.14707,151,2019,7,13,18,31,56.245
6506,10,-1.6462,6.3052,0.94626,0.14707,157,2019,7,13,18,31,56.245
6506,10,-2.1062,6.3466,0.84248,0.29415,159,2019,7,13,18,31,56.245
6506,10,-1.9065,6.4814,0.55286,0.29415,163,2019,7,13,18,31,56.245
6506,10,-1.4489,6.4612,0.15966,-0.29415,174,2019,7,13,18,31,56.245
6506,10,-1.8738,6.3907,-0.18734,-0.29415,174,2019,7,13,18,31,56.245
6506,10,-1.852,6.2778,0.72118,-0.14707,160,2019,7,13,18,31,56.245
6506,10,-1.6559,6.3911,0.53247,-0.14707,188,2019,7,13,18,31,56.245
6506,10,-1.6656,6.4497,0.11697,-0.14707,185,2019,7,13,18,31,56.245
6506,10,-1.6753,6.4753,-0.41038,-0.14707,155,2019,7,13,18,31,56.245
6507,1,0,0,0,0,151,2019,7,13,18,31,56.253
6508,1,0,0,0,0,151,2019,7,13,18,31,56.266
6509,1,0,0,0,0,151,2019,7,13,18,31,56.273
6510,1,0,0,0,0,151,2019,7,13,18,31,56.278
6511,1,0,0,0,0,151,2019,7,13,18,31,56.284
6512,2,-1.852,6.3172,0.15406,-0.14707,151,2019,7,13,18,31,56.29
6512,2,-1.6559,6.4098,-0.21014,-0.14707,157,2019,7,13,18,31,56.29
6513,7,-1.852,6.2587,0.87153,0,155,2019,7,13,18,31,56.295
6513,7,-1.8629,6.3393,0.46324,0,150,2019,7,13,18,31,56.295
6513,7,-1.6462,6.3471,0.60377,-0.29415,161,2019,7,13,18,31,56.295
6513,7,-1.4489,6.4499,0.41398,-0.29415,161,2019,7,13,18,31,56.295
6513,7,-1.6462,6.3498,0.57466,-0.14707,191,2019,7,13,18,31,56.295
6513,7,-1.6559,6.3823,0.62934,-0.14707,192,2019,7,13,18,31,56.295
6513,7,-1.4574,6.4411,0.88012,-0.14707,152,2019,7,13,18,31,56.295
6514,11,-1.6462,6.3271,0.78658,0,164,2019,7,13,18,31,56.301
6514,11,-1.6559,6.3485,0.90955,0,152,2019,7,13,18,31,56.301
6514,11,-1.6365,6.3027,0.67043,-0.29415,151,2019,7,13,18,31,56.301
6514,11,-1.6462,6.349,0.58332,-0.29415,192,2019,7,13,18,31,56.301
6514,11,-1.4489,6.4499,0.41398,-0.29415,196,2019,7,13,18,31,56.301
6514,11,-1.4574,6.5004,0.084292,-0.29415,159,2019,7,13,18,31,56.301
6514,11,-1.432,6.2957,1.0796,-0.14707,165,2019,7,13,18,31,56.301
6514,11,-1.6462,6.3272,0.7859,-0.14707,206,2019,7,13,18,31,56.301
6514,11,-1.4489,6.4215,0.73322,-0.14707,215,2019,7,13,18,31,56.301
6514,11,-1.4574,6.477,0.55757,-0.14707,180,2019,7,13,18,31,56.301
6514,11,-2.1183,6.4292,0.35568,-0.14707,150,2019,7,13,18,31,56.301
6515,9,-1.6268,6.2465,0.82549,0,150,2019,7,13,18,31,56.306
6515,9,-1.8193,6.1303,0.97634,0.14707,177,2019,7,13,18,31,56.306
6515,9,-1.6268,6.2022,1.1099,0.14707,178,2019,7,13,18,31,56.306
6515,9,-1.8084,6.0426,1.2492,0.29415,156,2019,7,13,18,31,56.306
6515,9,-1.6172,6.1702,1.0756,0.29415,177,2019,7,13,18,31,56.306
6515,9,-1.8302,6.1462,1.1052,0.29415,166,2019,7,13,18,31,56.306
6515,9,-1.6462,6.3513,0.55807,-0.14707,157,2019,7,13,18,31,56.306
6515,9,-2.1062,6.4005,0.15221,-0.14707,164,2019,7,13,18,31,56.306
6515,9,-2.1183,6.439,-0.0094514,-0.14707,155,2019,7,13,18,31,56.306
6516,4,-1.8193,6.1905,0.45979,0.29415,153,2019,7,13,18,31,56.311
6516,4,-1.8847,6.4305,-0.040001,0.29415,151,2019,7,13,18,31,56.311
6516,4,-1.8193,6.1936,0.41628,0.44122,171,2019,7,13,18,31,56.311
6516,4,-1.4235,6.3443,0.26409,0.44122,175,2019,7,13,18,31,56.311
6517,1,-1.8411,6.2366,0.75261,-0.14707,154,2019,7,13,18,31,56.317
6518,10,-1.6268,6.2552,0.75647,0,169,2019,7,13,18,31,56.322
6518,10,-1.6365,6.3255,0.40259,0,164,2019,7,13,18,31,56.322
6518,10,-1.8193,6.1831,0.55038,0.14707,166,2019,7,13,18,31,56.322
6518,10,-1.6268,6.2934,0.30465,0.14707,182,2019,7,13,18,31,56.322
6518,10,-1.6365,6.3265,0.38621,0.14707,155,2019,7,13,18,31,56.322
6518,10,-1.4235,6.3368,0.40671,0.29415,153,2019,7,13,18,31,56.322
6518,10,-1.6268,6.2541,0.76555,-0.29415,166,2019,7,13,18,31,56.322
6518,10,-1.432,6.3654,0.53156,-0.29415,164,2019,7,13,18,31,56.322
6518,10,-1.6268,6.2369,0.89495,-0.14707,156,2019,7,13,18,31,56.322
6518,10,-1.6365,6.3008,0.68855,-0.14707,164,2019,7,13,18,31,56.322
6519,5,-1.6075,6.1573,0.92053,-0.44122,198,2019,7,13,18,31,56.328
6519,5,-1.415,6.2453,0.91553,-0.44122,211,2019,7,13,18,31,56.328
6519,5,-1.4235,6.3219,0.5945,-0.44122,185,2019,7,13,18,31,56.328
6519,5,-1.432,6.2004,1.5352,-0.44122,159,2019,7,13,18,31,56.328
6519,5,-1.415,6.2212,1.0668,-0.29415,153,2019,7,13,18,31,56.328
6520,13,-1.8193,6.1045,1.1266,0,173,2019,7,13,18,31,56.334
6520,13,-1.8302,6.1713,0.95474,0,176,2019,7,13,18,31,56.334
6520,13,-1.6365,6.2441,1.0885,0,168,2019,7,13,18,31,56.334
6520,13,-1.7975,6.0295,1.123,-0.44122,153,2019,7,13,18,31,56.334
6520,13,-1.8084,6.0515,1.2056,-0.44122,161,2019,7,13,18,31,56.334
6520,13,-1.8738,6.3786,-0.43452,-0.29415,151,2019,7,13,18,31,56.334
6520,13,-1.6075,6.1402,1.0287,-0.14707,154,2019,7,13,18,31,56.334
6520,13,-1.6172,6.1755,1.045,-0.14707,184,2019,7,13,18,31,56.334
6520,13,-1.6268,6.2342,0.91332,-0.14707,187,2019,7,13,18,31,56.334
6520,13,-1.6365,6.2513,1.0466,-0.14707,180,2019,7,13,18,31,56.334
6520,13,-1.6462,6.3013,0.97182,-0.14707,157,2019,7,13,18,31,56.334
6520,13,-1.6656,6.4496,-0.1246,-0.14707,160,2019,7,13,18,31,56.334
6520,13,-1.6753,6.4781,-0.36418,-0.14707,154,2019,7,13,18,31,56.334
6521,6,-1.8193,6.1195,1.0417,0,166,2019,7,13,18,31,56.339
6521,6,-1.6365,6.3077,0.62198,-0.29415,165,2019,7,13,18,31,56.339
6521,6,-1.6462,6.3623,0.41375,-0.29415,161,2019,7,13,18,31,56.339
6521,6,-1.8084,6.1009,0.92371,-0.14707,168,2019,7,13,18,31,56.339
6521,6,-1.8193,6.11,1.096,-0.14707,187,2019,7,13,18,31,56.339
6521,6,-1.852,6.2876,0.63011,-0.14707,156,2019,7,13,18,31,56.339
6522,8,-1.8193,6.1369,0.93382,0,163,2019,7,13,18,31,56.345
6522,8,-1.8302,6.1875,0.84322,0,173,2019,7,13,18,31,56.345
6522,8,-1.8193,6.1473,0.86296,-0.29415,179,2019,7,13,18,31,56.345
6522,8,-1.8302,6.2288,0.44535,-0.29415,195,2019,7,13,18,31,56.345
6522,8,-1.8411,6.2613,-0.50828,-0.29415,161,2019,7,13,18,31,56.345
6522,8,-1.6172,6.2004,0.8849,-0.14707,187,2019,7,13,18,31,56.345
6522,8,-1.8302,6.2036,0.7157,-0.14707,193,2019,7,13,18,31,56.345
6522,8,-1.8411,6.2624,-0.49414,-0.14707,151,2019,7,13,18,31,56.345
6523,16,-1.6172,6.2281,0.6625,0,196,2019,7,13,18,31,56.352
6523,16,-1.8302,6.2215,0.53798,0,208,2019,7,13,18,31,56.352
6523,16,-1.432,6.3858,0.15001,0,180,2019,7,13,18,31,56.352
6523,16,-1.4235,6.3368,0.40671,-0.44122,153,2019,7,13,18,31,56.352
6523,16,-1.6365,6.3027,0.67043,-0.44122,199,2019,7,13,18,31,56.352
6523,16,-1.4404,6.4037,0.52788,-0.44122,206,2019,7,13,18,31,56.352
6523,16,-1.6559,6.3773,0.67837,-0.44122,173,2019,7,13,18,31,56.352
6523,16,-1.415,6.299,0.40429,-0.29415,175,2019,7,13,18,31,56.352
6523,16,-1.6268,6.3004,0.064709,-0.29415,190,2019,7,13,18,31,56.352
6523,16,-1.6365,6.2961,0.73033,-0.29415,201,2019,7,13,18,31,56.352
6523,16,-1.4404,6.315,1.1857,-0.29415,211,2019,7,13,18,31,56.352
6523,16,-1.4489,6.3498,1.2052,-0.29415,175,2019,7,13,18,31,56.352
6523,16,-1.8193,6.1788,0.59717,-0.14707,214,2019,7,13,18,31,56.352
6523,16,-1.6268,6.2966,0.22921,-0.14707,224,2019,7,13,18,31,56.352
6523,16,-1.6365,6.3343,-0.22399,-0.14707,197,2019,7,13,18,31,56.352
6523,16,-1.852,6.2877,0.62896,-0.14707,162,2019,7,13,18,31,56.352
6524,6,-1.4235,6.3485,0.12598,0,152,2019,7,13,18,31,56.357
6524,6,-1.4235,6.3497,0.027422,-0.29415,151,2019,7,13,18,31,56.357
6524,6,-1.2274,6.4117,0.48506,-0.29415,173,2019,7,13,18,31,56.357
6524,6,-1.2347,6.3487,1.2369,-0.29415,167,2019,7,13,18,31,56.357
6524,6,-1.4235,6.3445,-0.25975,-0.14707,175,2019,7,13,18,31,56.357
6524,6,-1.0228,6.453,0.40477,-0.14707,179,2019,7,13,18,31,56.357
6525,19,-1.7975,5.9991,1.2756,0,170,2019,7,13,18,31,56.363
6525,19,-1.6075,6.154,0.94269,0,231,2019,7,13,18,31,56.363
6525,19,-1.6172,6.2056,0.84808,0,250,2019,7,13,18,31,56.363
6525,19,-1.6268,6.2639,0.68095,0,235,2019,7,13,18,31,56.363
6525,19,-1.432,6.3745,0.40913,0,188,2019,7,13,18,31,56.363
6525,19,-1.6172,6.2061,0.84447,0.14707,159,2019,7,13,18,31,56.363
6525,19,-1.8302,6.2088,0.66863,0.14707,172,2019,7,13,18,31,56.363
6525,19,-1.8411,6.2195,0.88328,0.14707,153,2019,7,13,18,31,56.363
6525,19,-1.7975,6.1091,0.54379,-0.29415,171,2019,7,13,18,31,56.363
6525,19,-1.8084,6.1328,0.68007,-0.29415,228,2019,7,13,18,31,56.363
6525,19,-1.6172,6.2433,0.49952,-0.29415,247,2019,7,13,18,31,56.363
6525,19,-1.6268,6.2877,0.40503,-0.29415,232,2019,7,13,18,31,56.363
6525,19,-1.432,6.3854,-0.16556,-0.29415,188,2019,7,13,18,31,56.363
6525,19,-1.7975,6.0684,0.88918,-0.14707,195,2019,7,13,18,31,56.363
6525,19,-1.6075,6.177,0.77785,-0.14707,253,2019,7,13,18,31,56.363
6525,19,-1.6172,6.2291,0.65336,-0.14707,273,2019,7,13,18,31,56.363
6525,19,-1.6268,6.2804,0.50648,-0.14707,258,2019,7,13,18,31,56.363
6525,19,-1.432,6.3783,0.34381,-0.14707,212,2019,7,13,18,31,56.363
6525,19,-1.2347,6.468,-0.025556,-0.14707,155,2019,7,13,18,31,56.363
6526,6,-1.415,6.299,0.40429,0,158,2019,7,13,18,31,56.369
6526,6,-1.8193,5.9175,1.8754,0.14707,159,2019,7,13,18,31,56.369
6526,6,-1.6172,6.2633,9.6234e-14,-0.29415,158,2019,7,13,18,31,56.369
6526,6,-1.8084,6.1288,0.71493,-0.14707,197,2019,7,13,18,31,56.369
6526,6,-1.8193,6.18,0.58441,-0.14707,214,2019,7,13,18,31,56.369
6526,6,-1.6268,6.2743,0.57646,-0.14707,199,2019,7,13,18,31,56.369
6527,5,-2.0094,6.0948,0.39973,0,171,2019,7,13,18,31,56.374
6527,5,-1.6172,6.2625,0.097976,0,168,2019,7,13,18,31,56.374
6527,5,-1.8084,6.1415,0.59631,0.14707,179,2019,7,13,18,31,56.374
6527,5,-1.8193,6.1964,0.37248,0.14707,179,2019,7,13,18,31,56.374
6527,5,-1.6268,6.3006,-0.037657,0.14707,155,2019,7,13,18,31,56.374
6528,11,-1.6075,6.1584,0.91305,0,155,2019,7,13,18,31,56.379
6528,11,-1.8193,6.1869,0.50657,0,190,2019,7,13,18,31,56.379
6528,11,-1.6268,6.2772,0.54476,0,192,2019,7,13,18,31,56.379
6528,11,-1.8411,6.1608,1.2274,0,159,2019,7,13,18,31,56.379
6528,11,-1.6075,6.1625,0.88501,0.14707,179,2019,7,13,18,31,56.379
6528,11,-1.6172,6.2149,0.77677,0.14707,205,2019,7,13,18,31,56.379
6528,11,-1.6268,6.2496,0.80136,0.14707,207,2019,7,13,18,31,56.379
6528,11,-1.6365,6.2068,1.2842,0.14707,175,2019,7,13,18,31,56.379
6528,11,-1.415,6.2254,1.042,0.29415,168,2019,7,13,18,31,56.379
6528,11,-1.8302,6.1757,0.92622,0.29415,178,2019,7,13,18,31,56.379
6528,11,-1.6365,6.2642,0.9661,0.29415,158,2019,7,13,18,31,56.379
6529,10,-1.8193,6.1856,0.52178,0,175,2019,7,13,18,31,56.385
6529,10,-1.6268,6.2813,0.49425,0,189,2019,7,13,18,31,56.385
6529,10,-1.6365,6.294,0.74757,0,169,2019,7,13,18,31,56.385
6529,10,-1.6075,6.1561,0.92838,0.14707,165,2019,7,13,18,31,56.385
6529,10,-1.6172,6.218,0.75163,0.14707,191,2019,7,13,18,31,56.385
6529,10,-1.6268,6.2385,0.8837,0.14707,195,2019,7,13,18,31,56.385
6529,10,-1.6365,6.1763,1.4236,0.14707,169,2019,7,13,18,31,56.385
6529,10,-1.6268,6.2315,0.93162,0.29415,159,2019,7,13,18,31,56.385
6529,10,-1.6075,6.2019,0.54494,-0.14707,154,2019,7,13,18,31,56.385
6529,10,-1.8193,6.2022,0.25821,-0.14707,153,2019,7,13,18,31,56.385
6530,4,-1.6268,6.2148,1.0371,0.14707,171,2019,7,13,18,31,56.395
6530,4,-1.6365,6.1804,1.406,0.14707,160,2019,7,13,18,31,56.395
6530,4,-1.4235,6.1744,1.4821,0.29415,173,2019,7,13,18,31,56.395
6530,4,-1.432,6.2842,1.1447,0.29415,165,2019,7,13,18,31,56.395
6531,17,-2.2236,5.9093,1.4068,0,161,2019,7,13,18,31,56.403
6531,17,-2.0336,6.0999,1.0012,0,194,2019,7,13,18,31,56.403
6531,17,-2.0457,6.0872,1.2702,0,187,2019,7,13,18,31,56.403
6531,17,-1.8302,6.2039,0.7127,0.14707,162,2019,7,13,18,31,56.403
6531,17,-1.6365,6.3027,0.67043,0.14707,162,2019,7,13,18,31,56.403
6531,17,-1.4235,6.2009,1.3671,0.29415,172,2019,7,13,18,31,56.403
6531,17,-1.6365,6.2642,0.9661,0.29415,200,2019,7,13,18,31,56.403
6531,17,-1.4404,6.3722,0.8253,0.29415,191,2019,7,13,18,31,56.403
6531,17,-1.432,6.2635,1.2528,0.44122,179,2019,7,13,18,31,56.403
6531,17,-1.4404,6.3827,0.7398,0.44122,189,2019,7,13,18,31,56.403
6531,17,-1.6559,6.2923,1.2397,0.44122,152,2019,7,13,18,31,56.403
6531,17,-2.0336,6.1459,0.66213,-0.29415,179,2019,7,13,18,31,56.403
6531,17,-2.0457,6.1642,0.81827,-0.29415,175,2019,7,13,18,31,56.403
